Brand,Store Number,Name,Ownership Type,Facility ID,Features - Products,Features - Service,Features - Stations,Food Region,Venue Type,Phone Number,Location,Street Address,Street Line 1,Street Line 2,City,State,Zip,Country,Coordinates,Latitude,Longitude,Insert Date
Starbucks,9364,High House Road,Company Owned,10097,"Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,919-387-3482,"2840 NC Highway 55
Cary, NC 27519-5685
(35.789277, -78.870563)",2840 NC Highway 55,2840 NC Highway 55,,Cary,NC,27519-5685,US,"(35.789277, -78.870563)",35.789277,-78.870563,06/22/2012 06:31:53 PM
Starbucks,79397,Harris Teeter-Cary #138,Licensed,9958,,,,9999,Unknown,919-467-1259,"98 Cornerstone Dr
Cary, NC 27519-8404
(35.790275, -78.852011)",98 Cornerstone Dr,98 Cornerstone Dr,,Cary,NC,27519-8404,US,"(35.790275, -78.852011)",35.790275,-78.852011,06/22/2012 06:31:53 PM
Starbucks,10158,Evans Road,Company Owned,17746,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,919-481-9124,"1904 Northwest Maynard Road
Cary, NC 27513-4997
(35.798662, -78.795089)",1904 Northwest Maynard Road,1904 Northwest Maynard Road,,Cary,NC,27513-4997,US,"(35.798662, -78.795089)",35.798662,-78.795089,06/22/2012 06:31:53 PM
Starbucks,9840,Cary Towne Center,Company Owned,8578,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,919-468-9908,"1107 Walnut Street, Suite 102
Cary, NC 27511-4734
(35.771485, -78.762595)","1107 Walnut Street, Suite 102",1107 Walnut Street,Suite 102,Cary,NC,27511-4734,US,"(35.771485, -78.762595)",35.771485,-78.762595,06/22/2012 06:31:53 PM
Starbucks,8214,Falls of Neuse,Company Owned,16207,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,919-873-9615,"900 Spring Forest Road, Suite 103
Raleigh, NC 27609-9122
(35.866987, -78.621966)","900 Spring Forest Road, Suite 103",900 Spring Forest Road,Suite 103,Raleigh,NC,27609-9122,US,"(35.866987, -78.621966)",35.866987,-78.621966,06/22/2012 06:31:54 PM
Starbucks,8217,Pleasant Valley Promenade,Company Owned,16070,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,919-785-0111,"6282 Glenwood Avenue
Raleigh, NC 27612-2651
(35.855155, -78.700929)",6282 Glenwood Avenue,6282 Glenwood Avenue,,Raleigh,NC,27612-2651,US,"(35.855155, -78.700929)",35.855155,-78.700929,06/22/2012 06:31:54 PM
Starbucks,8589,Crabtree Valley Mall,Company Owned,12856,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,919-788-0656,"4325 Glen Wood Avenue, Space 1121
Raleigh, NC 27612-4532
(35.840769, -78.679576)","4325 Glen Wood Avenue, Space 1121",4325 Glen Wood Avenue,Space 1121,Raleigh,NC,27612-4532,US,"(35.840769, -78.679576)",35.840769,-78.679576,06/22/2012 06:31:54 PM
Starbucks,8459,North Hills Plaza,Company Owned,11200,"Clover Crafted Small Batch Coffee, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,919-571-0713,"4421 Six Forks Road, 116
Raleigh, NC 27609-5761
(35.839892, -78.643005)","4421 Six Forks Road, 116",4421 Six Forks Road,116,Raleigh,NC,27609-5761,US,"(35.839892, -78.643005)",35.839892,-78.643005,06/22/2012 06:31:54 PM
Starbucks,76282,Target Raleigh  Central T-1892,Licensed,16247,,Starbucks Card Mobile,,9999,Unknown,919-781-9848,"4191 The Circle at N Hills St.
Raleigh, NC 27609-5712
(35.837278, -78.642336)",4191 The Circle at N Hills St.,4191 The Circle at N Hills St.,,Raleigh,NC,27609-5712,US,"(35.837278, -78.642336)",35.837278,-78.642336,06/22/2012 06:31:54 PM
Starbucks,9789,North Hills Center,Company Owned,15656,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,919-420-0514,"4160 Main Street, Suite 105
Raleigh, NC 27609-5754
(35.836979, -78.642734)","4160 Main Street, Suite 105",4160 Main Street,Suite 105,Raleigh,NC,27609-5754,US,"(35.836979, -78.642734)",35.836979,-78.642734,06/22/2012 06:31:54 PM
Starbucks,8272,Old Raleigh Village,Company Owned,16350,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,919-789-4422,"3101-105 Edwards Mill Road
Raleigh, NC 27612-5303
(35.825389, -78.707322)",3101-105 Edwards Mill Road,3101-105 Edwards Mill Road,,Raleigh,NC,27612-5303,US,"(35.825389, -78.707322)",35.825389,-78.707322,06/22/2012 06:31:54 PM
Starbucks,8462,Capital Blvd.,Company Owned,8911,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,919-875-8760,"3023 Capital Blvd.
Raleigh, NC 27604-3382
(35.821364, -78.591832)",3023 Capital Blvd.,3023 Capital Blvd.,,Raleigh,NC,27604-3382,US,"(35.821364, -78.591832)",35.821364,-78.591832,06/22/2012 06:31:54 PM
Starbucks,11189,Lake Boone Trail,Company Owned,10051,"Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,919-781-6211,"3800 Lake Boone Trail
Raleigh, NC 27607-2927
(35.81609, -78.693753)",3800 Lake Boone Trail,3800 Lake Boone Trail,,Raleigh,NC,27607-2927,US,"(35.81609, -78.693753)",35.81609,-78.693753,06/22/2012 06:31:54 PM
Starbucks,8218,Cameron Village - HT,Company Owned,16717,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,919-856-9444,"500 Oberlin Road
Raleigh, NC 27605-1318
(35.791568, -78.662107)",500 Oberlin Road,500 Oberlin Road,,Raleigh,NC,27605-1318,US,"(35.791568, -78.662107)",35.791568,-78.662107,06/22/2012 06:31:54 PM
Starbucks,8373,Glenwood & Peace,Company Owned,11183,"Clover Crafted Small Batch Coffee, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,919-754-9007,"609 W Peace St
Raleigh, NC 27605-1519
(35.788439, -78.647872)",609 W Peace St,609 W Peace St,,Raleigh,NC,27605-1519,US,"(35.788439, -78.647872)",35.788439,-78.647872,06/22/2012 06:31:54 PM
Starbucks,75937,Marriott Downtown Raleigh,Licensed,7706,,Wireless Hotspot,,9999,Unknown,919-334-9894,"500 Fayetteville St. Mall
Raleigh, NC 27601-2118
(35.774788, -78.63939)",500 Fayetteville St. Mall,500 Fayetteville St. Mall,,Raleigh,NC,27601-2118,US,"(35.774788, -78.63939)",35.774788,-78.63939,06/22/2012 06:31:54 PM
Starbucks,9464,Towne Creek Commons,Company Owned,8296,"Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,704-636-1402,"916 East Innes Street
Salisbury, NC 28144-4638
(35.659434, -80.460856)",916 East Innes Street,916 East Innes Street,,Salisbury,NC,28144-4638,US,"(35.659434, -80.460856)",35.659434,-80.460856,06/22/2012 06:32:05 PM
Starbucks,9363,Statesville,Company Owned,9695,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,704-872-2066,"1501 East Broad Street
Statesville, NC 28625-4481
(35.791573, -80.861833)",1501 East Broad Street,1501 East Broad Street,,Statesville,NC,28625-4481,US,"(35.791573, -80.861833)",35.791573,-80.861833,06/22/2012 06:32:05 PM
Starbucks,76101,Super Target Mooresville ST-1505,Licensed,11238,,Starbucks Card Mobile,,9999,Unknown,704-799-1233,"594 River Hwy
Mooresville, NC 28117-6829
(35.597898, -80.871582)",594 River Hwy,594 River Hwy,,Mooresville,NC,28117-6829,US,"(35.597898, -80.871582)",35.597898,-80.871582,06/22/2012 06:32:05 PM
Starbucks,8765,Mooresville,Company Owned,13825,"Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-799-0609,"109 Williamson Road
Mooresville, NC 28117-6922
(35.594695, -80.868041)",109 Williamson Road,109 Williamson Road,,Mooresville,NC,28117-6922,US,"(35.594695, -80.868041)",35.594695,-80.868041,06/22/2012 06:32:05 PM
Starbucks,73916,Harris Teeter-Mooresville #99,Licensed,10781,,,,9999,Unknown,704-799-1066,"134 Town Center Drive
Mooresville, NC 28117-9158
(35.586007, -80.875827)",134 Town Center Drive,134 Town Center Drive,,Mooresville,NC,28117-9158,US,"(35.586007, -80.875827)",35.586007,-80.875827,06/22/2012 06:32:05 PM
Starbucks,73818,Harris Teeter - Mooresville #274,Licensed,6980,,,,9999,Unknown,704-799-2004,"118 Argus Lane
Mooresville, NC 28117-6977
(35.602279, -80.896216)",118 Argus Lane,118 Argus Lane,,Mooresville,NC,28117-6977,US,"(35.602279, -80.896216)",35.602279,-80.896216,06/22/2012 06:32:05 PM
Starbucks,16134,Target Morrisville T-2721,Licensed,68319,,,,0,Unknown,919-379-2180,"3001 MARKET CENTER DRIVE
MORRISVILLE, NC 27560
(35.553712, -80.8376)",3001 MARKET CENTER DRIVE,3001 MARKET CENTER DRIVE,,MORRISVILLE,NC,27560,US,"(35.553712, -80.8376)",35.553712,-80.8376,06/22/2012 06:32:05 PM
Starbucks,13421,Mount Mourne,Company Owned,17219,"Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-662-8425,"235 Medical Park Road
Mooresville, NC 28117-8545
(35.554, -80.854221)",235 Medical Park Road,235 Medical Park Road,,Mooresville,NC,28117-8545,US,"(35.554, -80.854221)",35.554,-80.854221,06/22/2012 06:32:05 PM
Starbucks,9570,"Concord, Hwy 29",Company Owned,9466,"Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,704-786-8151,"1490 US Highway 29
Concord, NC 28027
(35.43958, -80.605924)",1490 US Highway 29,1490 US Highway 29,,Concord,NC,28027,US,"(35.43958, -80.605924)",35.43958,-80.605924,06/22/2012 06:32:05 PM
Starbucks,76716,SuperTarget Kannapolis ST-2169,Licensed,10148,,Starbucks Card Mobile,,9999,Unknown,704-262-6080,"6150 Bayfield Pkwy
Concord, NC 28027-7486
(35.4303, -80.6981)",6150 Bayfield Pkwy,6150 Bayfield Pkwy,,Concord,NC,28027-7486,US,"(35.4303, -80.6981)",35.4303,-80.6981,06/22/2012 06:32:05 PM
Starbucks,73878,Harris Teeter-Davidson # 268,Licensed,6668,,,,9999,Unknown,704-892-0597,"431 Peninsula Drive
Davidson, NC 28036-7060
(35.499757, -80.86515)",431 Peninsula Drive,431 Peninsula Drive,,Davidson,NC,28036-7060,US,"(35.499757, -80.86515)",35.499757,-80.86515,06/22/2012 06:32:05 PM
Starbucks,11969,Kannapolis Parkway,Company Owned,6653,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,704-795-1116,"6065 Bayfield Pkwy
Concord, NC 28027-7597
(35.4074, -80.7135)",6065 Bayfield Pkwy,6065 Bayfield Pkwy,,Concord,NC,28027-7597,US,"(35.4074, -80.7135)",35.4074,-80.7135,06/22/2012 06:32:05 PM
Starbucks,73802,Harris Teeter-Concord #190,Licensed,6738,,,,9999,Unknown,704-721-0735,"9900-Suite 124 Poplar Tent Rd
Concord, NC 28027-9304
(35.417343, -80.744026)",9900-Suite 124 Poplar Tent Rd,9900-Suite 124 Poplar Tent Rd,,Concord,NC,28027-9304,US,"(35.417343, -80.744026)",35.417343,-80.744026,06/22/2012 06:32:05 PM
Starbucks,8285,Lake Norman Blvd.,Company Owned,15349,"Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-895-6066,"19722 One Lake Norman Blvd, Suite 200
Cornelius, NC 28031-5911
(35.480825, -80.883066)","19722 One Lake Norman Blvd, Suite 200",19722 One Lake Norman Blvd,Suite 200,Cornelius,NC,28031-5911,US,"(35.480825, -80.883066)",35.480825,-80.883066,06/22/2012 06:32:05 PM
Starbucks,72924,Harris Teeter-Cornelius #179,Licensed,14440,,,,9999,Unknown,704-895-5020,"19815 N Cove Rd
Cornelius, NC 28031-8816
(35.47901, -80.894325)",19815 N Cove Rd,19815 N Cove Rd,,Cornelius,NC,28031-8816,US,"(35.47901, -80.894325)",35.47901,-80.894325,06/22/2012 06:32:05 PM
Starbucks,14112,Sam Furr Rd & Hwy 115,Company Owned,6589,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-892-1063,"9932 Knockando Lane
Huntersville, NC 28078-5054
(35.441991, -80.856969)",9932 Knockando Lane,9932 Knockando Lane,,Huntersville,NC,28078-5054,US,"(35.441991, -80.856969)",35.441991,-80.856969,06/22/2012 06:32:05 PM
Starbucks,76149,Target Huntersville T-966,Licensed,10006,,Starbucks Card Mobile,,9999,Unknown,704-896-1813,"9801 Sam Furr Rd
Huntersville, NC 28078-8219
(35.443201, -80.861728)",9801 Sam Furr Rd,9801 Sam Furr Rd,,Huntersville,NC,28078-8219,US,"(35.443201, -80.861728)",35.443201,-80.861728,06/22/2012 06:32:05 PM
Starbucks,8453,Birkdale,Company Owned,11376,"Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-892-2557,"16846B Birkdale Commons Pkwy
Huntersville, NC 28078-1814
(35.445244, -80.880399)",16846B Birkdale Commons Pkwy,16846B Birkdale Commons Pkwy,,Huntersville,NC,28078-1814,US,"(35.445244, -80.880399)",35.445244,-80.880399,06/22/2012 06:32:05 PM
Starbucks,10391,Speedway Blvd.,Company Owned,8577,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,704-979-1982,"7741 Gateway Lane NW, Suite 130
Concord, NC 28027-5412
(35.366514, -80.709736)","7741 Gateway Lane NW, Suite 130",7741 Gateway Lane NW,Suite 130,Concord,NC,28027-5412,US,"(35.366514, -80.709736)",35.366514,-80.709736,06/22/2012 06:32:05 PM
Starbucks,10968,Concord Mills II,Company Owned,8576,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-979-1205,"8111 Concord Mills Blvd, 342
Concord, NC 28027-6462
(35.368564, -80.719334)","8111 Concord Mills Blvd, 342",8111 Concord Mills Blvd,342,Concord,NC,28027-6462,US,"(35.368564, -80.719334)",35.368564,-80.719334,06/22/2012 06:32:05 PM
Starbucks,79330,Teeter-Huntersville #272,Licensed,7023,,,,9999,Unknown,704-892-1197,"7715 Regency Lake Dr
Huntersville, NC 28078-8938
(35.443626, -80.895806)",7715 Regency Lake Dr,7715 Regency Lake Dr,,Huntersville,NC,28078-8938,US,"(35.443626, -80.895806)",35.443626,-80.895806,06/22/2012 06:32:05 PM
Starbucks,10691,Rosedale,Company Owned,6991,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-948-4278,"9832 Gilead Road, Space D101
Huntersville, NC 28078-7512
(35.406499, -80.863818)","9832 Gilead Road, Space D101",9832 Gilead Road,Space D101,Huntersville,NC,28078-7512,US,"(35.406499, -80.863818)",35.406499,-80.863818,06/22/2012 06:32:05 PM
Starbucks,9437,The Arbors,Company Owned,9702,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-688-0107,"2121 East Arbors Drive, Suite 110
Charlotte, NC 28262-2571
(35.3376, -80.757498)","2121 East Arbors Drive, Suite 110",2121 East Arbors Drive,Suite 110,Charlotte,NC,28262-2571,US,"(35.3376, -80.757498)",35.3376,-80.757498,06/22/2012 06:32:05 PM
Starbucks,10388,Davis Lake Commons,Company Owned,8015,"Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-921-4515,"8439 Davis Lake Parkway
Charlotte, NC 28269-0539
(35.335231353853, -80.810719091691)",8439 Davis Lake Parkway,8439 Davis Lake Parkway,,Charlotte,NC,28269-0539,US,"(35.335231353853, -80.810719091691)",35.335231353853,-80.810719091691,06/22/2012 06:32:05 PM
Starbucks,8234,Mallard Pointe,Company Owned,17568,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-547-1787,"9211 North Tryon Street
Charlotte, NC 28262-8423
(35.310509424668, -80.745600132383)",9211 North Tryon Street,9211 North Tryon Street,,Charlotte,NC,28262-8423,US,"(35.310509424668, -80.745600132383)",35.310509424668,-80.745600132383,06/22/2012 06:32:05 PM
Starbucks,9658,Northlake Mall,Company Owned,9595,,Starbucks Card Mobile,,9999,Unknown,704-597-5883,"6801 Northlake Mall Drive, Space K101
North Charlotte, NC 28216-3328
(35.350023, -80.852318)","6801 Northlake Mall Drive, Space K101",6801 Northlake Mall Drive,Space K101,North Charlotte,NC,28216-3328,US,"(35.350023, -80.852318)",35.350023,-80.852318,06/22/2012 06:32:05 PM
Starbucks,78090,University of North Carolina Charlo,Licensed,10922,,,,9999,Unknown,,"9201 University City Blvd
Charlotte, NC 28223-0001
(35.304368004861, -80.732194020946)",9201 University City Blvd,9201 University City Blvd,,Charlotte,NC,28223-0001,US,"(35.304368004861, -80.732194020946)",35.304368004861,-80.732194020946,06/22/2012 06:32:05 PM
Starbucks,76903,SuperTarget Charlotte North ST-2080,Licensed,7738,,Starbucks Card Mobile,,9999,Unknown,704-516-3648,"9841 Northlake Ctr Pkwy
Charlotte, NC 28216-8930
(35.349971, -80.859331)",9841 Northlake Ctr Pkwy,9841 Northlake Ctr Pkwy,,Charlotte,NC,28216-8930,US,"(35.349971, -80.859331)",35.349971,-80.859331,06/22/2012 06:32:05 PM
Starbucks,75190,Wachovia Bank,Licensed,12702,,,,9999,Unknown,704-717-0807,"1525 W WT Harris Blvd
Charlotte, NC 28262-8522
(35.312736963213, -80.771127163784)",1525 W WT Harris Blvd,1525 W WT Harris Blvd,,Charlotte,NC,28262-8522,US,"(35.312736963213, -80.771127163784)",35.312736963213,-80.771127163784,06/22/2012 06:32:05 PM
Starbucks,79419,Harris-Teeter-Charlotte #258,Licensed,10358,,,,9999,Unknown,704-593-1395,"8514 University Center Blvd
Charlotte, NC 28262
(35.296011, -80.739109)",8514 University Center Blvd,8514 University Center Blvd,,Charlotte,NC,28262,US,"(35.296011, -80.739109)",35.296011,-80.739109,06/22/2012 06:32:05 PM
Starbucks,11214,Hickory North,Company Owned,7246,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,828-322-3451,"1342 2nd St., NE
Hickory, NC 28601-2555
(35.751159, -81.335837)","1342 2nd St., NE","1342 2nd St., NE",,Hickory,NC,28601-2555,US,"(35.751159, -81.335837)",35.751159,-81.335837,06/22/2012 06:32:05 PM
Starbucks,14515,Lenoir Rhyne Blvd & I-40,Company Owned,10618,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,828-322-8019,"1186 Lenoir Rhyne Blvd
Hickory, NC 28602-5169
(35.716251, -81.313706)",1186 Lenoir Rhyne Blvd,1186 Lenoir Rhyne Blvd,,Hickory,NC,28602-5169,US,"(35.716251, -81.313706)",35.716251,-81.313706,06/22/2012 06:32:05 PM
Starbucks,8460,Gateway Village,Company Owned,15608,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-333-4077,"800 W Trade St, Ste 140
Charlotte, NC 28202-1198
(35.233675, -80.850512)","800 W Trade St, Ste 140",800 W Trade St,Ste 140,Charlotte,NC,28202-1198,US,"(35.233675, -80.850512)",35.233675,-80.850512,06/22/2012 06:32:05 PM
Starbucks,8393,Bank of America Plaza,Company Owned,14918,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-374-9519,"101 S. Tryon Street
Charlotte, NC 28280-0002
(35.227881, -80.84284)",101 S. Tryon Street,101 S. Tryon Street,,Charlotte,NC,28280-0002,US,"(35.227881, -80.84284)",35.227881,-80.84284,06/22/2012 06:32:05 PM
Starbucks,8390,Independence,Company Owned,15377,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-377-2790,"101 N Tryon St
Charlotte, NC 28246-0100
(35.227223, -80.843007)",101 N Tryon St,101 N Tryon St,,Charlotte,NC,28246-0100,US,"(35.227223, -80.843007)",35.227223,-80.843007,06/22/2012 06:32:05 PM
Starbucks,8208,Charlotte Plaza,Company Owned,15958,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-335-8242,"201 South College Street
Charlotte, NC 28244-0002
(35.22509, -80.843285)",201 South College Street,201 South College Street,,Charlotte,NC,28244-0002,US,"(35.22509, -80.843285)",35.22509,-80.843285,06/22/2012 06:32:05 PM
Starbucks,75310,Charlotte Convention Center,Licensed,8017,,,,9999,Unknown,704-339-6041,"501 S College St
Charlotte, NC 28202-1827
(35.222108, -80.845329)",501 S College St,501 S College St,,Charlotte,NC,28202-1827,US,"(35.222108, -80.845329)",35.222108,-80.845329,06/22/2012 06:32:05 PM
Starbucks,76840,Target Charlotte Midtown T-2244,Licensed,6532,,Starbucks Card Mobile,,9999,Unknown,704-494-3041,"900 Metropolitan Ave
Charlotte, NC 28204-3177
(35.215054, -80.833313)",900 Metropolitan Ave,900 Metropolitan Ave,,Charlotte,NC,28204-3177,US,"(35.215054, -80.833313)",35.215054,-80.833313,06/22/2012 06:32:05 PM
Starbucks,8211,7th Street,Company Owned,16069,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-333-5880,"1961 East 7th Street
Charlotte, NC 28204-2417
(35.212474, -80.817908)",1961 East 7th Street,1961 East 7th Street,,Charlotte,NC,28204-2417,US,"(35.212474, -80.817908)",35.212474,-80.817908,06/22/2012 06:32:05 PM
Starbucks,11638,Carolina Medical (Kiosk),Company Owned,17005,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-375-2406,"1025 Morehead Medical Drive
Charlotte, NC 28204-2963
(35.205783, -80.838679)",1025 Morehead Medical Drive,1025 Morehead Medical Drive,,Charlotte,NC,28204-2963,US,"(35.205783, -80.838679)",35.205783,-80.838679,06/22/2012 06:32:05 PM
Starbucks,8210,Providence Road,Company Owned,17567,"Clover Crafted Small Batch Coffee, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-372-1591,"545 Providence Rd.
Charlotte, NC 28207-1653
(35.202104, -80.82453)",545 Providence Rd.,545 Providence Rd.,,Charlotte,NC,28207-1653,US,"(35.202104, -80.82453)",35.202104,-80.82453,06/22/2012 06:32:05 PM
Starbucks,72361,CLT - Main C/D Side Bookstore,Licensed,13152,,Wireless Hotspot,,9999,Airport,704-359-4453,"5501 Josh Birmingham Parkway
Charlotte, NC 28208-5750
(35.225266, -80.92908)",5501 Josh Birmingham Parkway,5501 Josh Birmingham Parkway,,Charlotte,NC,28208-5750,US,"(35.225266, -80.92908)",35.225266,-80.92908,06/22/2012 06:32:05 PM
Starbucks,75659,CLT - Concourse D/E Connector,Licensed,14268,,Wireless Hotspot,,9999,Airport,704-359-4673,"5501 Josh Birmingham Parkway
Charlotte, NC 28208-5750
(35.225266, -80.92908)",5501 Josh Birmingham Parkway,5501 Josh Birmingham Parkway,,Charlotte,NC,28208-5750,US,"(35.225266, -80.92908)",35.225266,-80.92908,06/22/2012 06:32:05 PM
Starbucks,3488,CLT Terminal E,Licensed,18814,,Wireless Hotspot,,0,Unknown,704-359-4512,"5501 Josh Birmingham Pkwy
Charlotte, NC 28208-5750
(35.223362, -80.927864)",5501 Josh Birmingham Pkwy,5501 Josh Birmingham Pkwy,,Charlotte,NC,28208-5750,US,"(35.223362, -80.927864)",35.223362,-80.927864,06/22/2012 06:32:05 PM
Starbucks,72362,CLT - Charlotte C-13-,Licensed,13153,,Wireless Hotspot,,9999,Airport,704-359-4546,"5502 Josh Birmingham Parkway
Charlotte, NC 28208-5746
(35.22234, -80.924987)",5502 Josh Birmingham Parkway,5502 Josh Birmingham Parkway,,Charlotte,NC,28208-5746,US,"(35.22234, -80.924987)",35.22234,-80.924987,06/22/2012 06:32:05 PM
Starbucks,72402,"CLT - Term B-Gate 12, Gift/News",Licensed,13165,,Wireless Hotspot,,9999,Airport,704-359-4455,"5501 Josh Birmingham Parkway
Charlotte, NC 28208-5750
(35.222019, -80.924792)",5501 Josh Birmingham Parkway,5501 Josh Birmingham Parkway,,Charlotte,NC,28208-5750,US,"(35.222019, -80.924792)",35.222019,-80.924792,06/22/2012 06:32:05 PM
Starbucks,72400,CLT - Charlotte Main Term Bookstore,Licensed,13164,,Wireless Hotspot,,9999,Airport,704-359-4981,"5501 Josh Birmingham Parkway
Charlotte, NC 28208-5750
(35.222019, -80.924792)",5501 Josh Birmingham Parkway,5501 Josh Birmingham Parkway,,Charlotte,NC,28208-5750,US,"(35.222019, -80.924792)",35.222019,-80.924792,06/22/2012 06:32:05 PM
Starbucks,8288,East Blvd,Company Owned,17711,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-338-9911,"1401 East Boulevard
Charlotte, NC 28203-5817
(35.20134, -80.843366)",1401 East Boulevard,1401 East Boulevard,,Charlotte,NC,28203-5817,US,"(35.20134, -80.843366)",35.20134,-80.843366,06/22/2012 06:32:05 PM
Starbucks,75852,CLT- Main Terminal Pre Security,Licensed,8067,,Wireless Hotspot,,9999,Airport,,"5501 Josh Birmingham Pkwy
Charlotte, NC 28208-5750
(35.220864, -80.944687)",5501 Josh Birmingham Pkwy,5501 Josh Birmingham Pkwy,,Charlotte,NC,28208-5750,US,"(35.220864, -80.944687)",35.220864,-80.944687,06/22/2012 06:32:05 PM
Starbucks,8240,Cotswold Village Shops,Company Owned,18198,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-442-0333,"4450 Randolph Rd. Ste 100
Charlotte, NC 28211-2388
(35.177035, -80.799365)",4450 Randolph Rd. Ste 100,4450 Randolph Rd. Ste 100,,Charlotte,NC,28211-2388,US,"(35.177035, -80.799365)",35.177035,-80.799365,06/22/2012 06:32:05 PM
Starbucks,2971,Park Towne Village,Company Owned,14412,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-527-2463,"1630 Woodlawn Avenue
Charlotte, NC 28209-2269
(35.171695, -80.847605)",1630 Woodlawn Avenue,1630 Woodlawn Avenue,,Charlotte,NC,28209-2269,US,"(35.171695, -80.847605)",35.171695,-80.847605,06/22/2012 06:32:05 PM
Starbucks,8216,Morrocroft Village - HT,Company Owned,9214,"Clover Crafted Small Batch Coffee, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,704-365-5194,"6701 Morrison Blvd.
Charlotte, NC 28211-5000
(35.153411, -80.825224)",6701 Morrison Blvd.,6701 Morrison Blvd.,,Charlotte,NC,28211-5000,US,"(35.153411, -80.825224)",35.153411,-80.825224,06/22/2012 06:32:05 PM
Starbucks,16138,Target Gastonia T-2565,Licensed,68201,,,,0,Unknown,704-691-6001,"425 Cox Rd
Gastonia, NC 28054
(35.262558, -81.133543)",425 Cox Rd,425 Cox Rd,,Gastonia,NC,28054,US,"(35.262558, -81.133543)",35.262558,-81.133543,06/22/2012 06:32:05 PM
